planet_name,num_stars,controv_flag,orbital_period,planet_semi-major_axis,planet_radius,planet_mass,eccentricity,insolation_flux,equi_temp,spectral_type,stellar_temp,stellar_radius,stellar_mass,distance
Kepler-285 c,1,0,6.18666218,0.0634,1.11,,0,121.47,847,,5400,0.8,0.9,824.31
Kepler-285 c,1,0,6.18670882,,,,,,,,5282,0.87,0.91,824.31
Kepler-285 c,1,0,6.18666218,0.0634,1.11,,0,121.47,847,,5400,0.8,0.9,824.31
Kepler-285 c,1,0,,,1.187,,,137.07,,,5296,0.86,,824.31
Kepler-286 b,1,0,,,1.273,,,925.92,,,5559,0.88,,1226.85
Kepler-286 b,1,0,1.796311,0.029,1.33,,0,,1489,,5969,0.93,1.03,1226.85
Kepler-286 b,1,0,1.79629794,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 b,1,0,1.79632439,0.0289,1.37,,0,1122.23,1476,,5970,0.91,1,1226.85
Kepler-286 b,1,0,1.79632439,0.0289,1.37,,0,1122.23,1476,,5970,0.91,1,1226.85
Kepler-286 b,1,0,1.796302,0.027,1.24,,,,,,5580,0.86,,1226.85
Kepler-286 b,1,0,1.79632439,,1.39,,,,,,5742,0.91,0.96,1226.85
Kepler-286 b,1,0,1.79632439,0.0289,1.37,,0,1122.23,1476,,5970,0.91,1,1226.85
Kepler-286 b,1,0,1.79632095,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 b,1,0,1.79632095,0.0268,1.2,,0,827.82,1367,,5576,0.83,0.8,1226.85
Kepler-286 c,1,0,3.46808239,0.0448,1.47,,0,467,1186,,5970,0.91,1,1226.85
Kepler-286 c,1,0,3.46808239,0.0448,1.47,,0,467,1186,,5970,0.91,1,1226.85
Kepler-286 c,1,0,3.468073,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 c,1,0,3.468095,0.042,1.37,,,,,,5580,0.86,,1226.85
Kepler-286 c,1,0,3.46808239,,1.49,,,,,,5742,0.91,0.96,1226.85
Kepler-286 c,1,0,3.468073,0.0416,1.29,,0,343.57,1098,,5576,0.83,0.8,1226.85
Kepler-286 c,1,0,3.46803445,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 c,1,0,3.468052,0.045,1.49,,0,,1196,,5969,0.93,1.03,1226.85
Kepler-286 c,1,0,3.46808239,0.0448,1.47,,0,467,1186,,5970,0.91,1,1226.85
Kepler-286 c,1,0,,,1.371,,,384.29,,,5559,0.88,,1226.85
Kepler-286 d,1,0,5.91428767,0.064,1.48,,0,228.83,992,,5970,0.91,1,1226.85
Kepler-286 d,1,0,5.91428767,0.064,1.48,,0,228.83,992,,5970,0.91,1,1226.85
Kepler-286 d,1,0,5.91428767,0.064,1.48,,0,228.83,992,,5970,0.91,1,1226.85
Kepler-286 d,1,0,5.914323,0.061,1.33,,,,,,5580,0.86,,1226.85
Kepler-286 d,1,0,,,1.393,,,188.48,,,5559,0.88,,1226.85
Kepler-286 d,1,0,5.914256,0.065,1.46,,0,,995,,5969,0.93,1.03,1226.85
Kepler-286 d,1,0,5.9142668,0.0594,1.31,,0,168.51,919,,5576,0.83,0.8,1226.85
Kepler-286 d,1,0,5.91428767,,1.49,,,,,,5742,0.91,0.96,1226.85
Kepler-286 d,1,0,5.9142668,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 d,1,0,5.91430094,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 e,1,0,29.2215101,0.1857,1.79,,0,27.18,582,,5970,0.91,1,1226.85
Kepler-286 e,1,0,29.2215101,,1.79,,,,,,5742,0.91,0.96,1226.85
Kepler-286 e,1,0,29.2214959,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 e,1,0,29.22144,0.187,1.78,,0,,587,,5969,0.93,1.03,1226.85
Kepler-286 e,1,0,29.2214959,0.1723,1.81,,0,20.03,539,,5576,0.83,0.8,1226.85
Kepler-286 e,1,0,29.221289,0.176,1.77,,,,,,5580,0.86,,1226.85
Kepler-286 e,1,0,,,1.921,,,22.4,,,5559,0.88,,1226.85
Kepler-286 e,1,0,29.22123577,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 e,1,0,29.22126129,,,,,,,,5600,0.93,0.99,1226.85
Kepler-286 e,1,0,29.2215101,0.1857,1.79,,0,27.18,582,,5970,0.91,1,1226.85
Kepler-286 e,1,0,29.2215101,0.1857,1.79,,0,27.18,582,,5970,0.91,1,1226.85
Kepler-287 b,1,0,20.342199,0.145,2.33,,,,,,5806,1.03,,835.86
Kepler-287 b,1,0,20.34234237,,2.27,,,,,,5648,0.95,0.97,835.86
Kepler-287 b,1,0,20.34237838,0.1422,2.88,,0,46.93,667,,5514,1.07,0.93,835.86
Kepler-287 b,1,0,20.34237838,,,,,,,,5486.3,0.95,0.96,835.86
Kepler-287 b,1,0,20.34212338,,,,,,,,5486.3,0.95,0.96,835.86
Kepler-287 b,1,0,20.34229,0.142,2.6,,0,,677,,5779,1,0.93,835.86
Kepler-287 b,1,0,20.34230286,,,,,,,,5486.3,0.95,0.96,835.86
Kepler-287 b,1,0,20.34234237,0.1433,2.4,,0,50.51,680,,5800,1.01,0.95,835.86
Kepler-287 b,1,0,,,2.481,,,35.75,,,5547,0.92,,835.86
Kepler-287 b,1,0,20.34234237,0.1433,2.4,,0,50.51,680,,5800,1.01,0.95,835.86
Kepler-287 b,1,0,20.34234237,0.1433,2.4,,0,50.51,680,,5800,1.01,0.95,835.86
Kepler-287 c,1,0,44.8521071,0.2428,3.5,,0,17.59,522,,5800,1.01,0.95,835.86
Kepler-287 c,1,0,44.8520997,0.2409,3.35,,0,16.35,513,,5514,1.07,0.93,835.86
Kepler-287 c,1,0,,,2.881,,,12.46,,,5547,0.92,,835.86
Kepler-287 c,1,0,44.851978,,,,,,,,5486.3,0.95,0.96,835.86
Kepler-287 c,1,0,44.8521071,0.2428,3.5,,0,17.59,522,,5800,1.01,0.95,835.86
Kepler-287 c,1,0,44.8521071,,3.3,,,,,,5648,0.95,0.97,835.86
Kepler-287 c,1,0,44.8520997,,,,,,,,5486.3,0.95,0.96,835.86
Kepler-287 c,1,0,44.851896,0.246,3.26,,,,,,5806,1.03,,835.86
Kepler-287 c,1,0,44.85199,0.241,3.1,,0,,520,,5779,1,0.93,835.86
Kepler-287 c,1,0,44.8521071,0.2428,3.5,,0,17.59,522,,5800,1.01,0.95,835.86
Kepler-288 b,1,0,6.09741,0.067,1.64,,0,,1035,,5661,1.15,1.08,1194.15
Kepler-288 b,1,0,6.09750607,,1.57,,,,,,5837,1.02,1.03,1194.15
Kepler-288 b,1,0,6.09747233,0.0662,2.22,,0,485.84,1197,,5661,1.52,1.04,1194.15
Kepler-288 b,1,0,6.09742549,,,,,,,,5670,1.11,1.01,1194.15
Kepler-288 b,1,0,6.09750607,0.0638,1.64,,0,307.62,1068,,5918,1.07,0.93,1194.15
Kepler-288 b,1,0,6.09747233,,,,,,,,5670,1.11,1.01,1194.15
Kepler-288 b,1,0,6.09750607,0.0638,1.64,,0,307.62,1068,,5918,1.07,0.93,1194.15
Kepler-288 b,1,0,6.097326,0.065,1.67,,,,,,5918,1.09,,1194.15
Kepler-288 b,1,0,,,1.558,,,247.3,,,5698,1.07,,1194.15
Kepler-288 b,1,0,6.09750607,0.0638,1.64,,0,307.62,1068,,5918,1.07,0.93,1194.15
Kepler-288 c,1,0,19.30577159,0.1375,3.03,,0,66.23,728,,5918,1.07,0.93,1194.15
Kepler-288 c,1,0,19.305772,0.14,2.85,,,,,,5918,1.09,,1194.15
Kepler-288 c,1,0,19.30577159,,2.91,,,,,,5837,1.02,1.03,1194.15
Kepler-288 c,1,0,,,2.813,,,53.15,,,5698,1.07,,1194.15
Kepler-288 c,1,0,19.30577159,0.1375,3.03,,0,66.23,728,,5918,1.07,0.93,1194.15
Kepler-288 c,1,0,19.30577159,0.1375,3.03,,0,66.23,728,,5918,1.07,0.93,1194.15
Kepler-288 c,1,0,19.30572737,,,,,,,,5670,1.11,1.01,1194.15
Kepler-288 c,1,0,19.30581662,,,,,,,,5670,1.11,1.01,1194.15
Kepler-288 c,1,0,19.30563,0.145,3.08,,0,,703,,5661,1.15,1.08,1194.15
Kepler-288 c,1,0,19.30581662,0.1428,4,,0,104.41,815,,5661,1.52,1.04,1194.15
Kepler-288 c,1,0,19.30576136,,,,,,,,5670,1.11,1.01,1194.15
Kepler-288 d,1,0,56.6388791,,3.53,,,,,,5837,1.02,1.03,1194.15
Kepler-288 d,1,0,56.6388791,0.2818,3.62,,0,15.77,508,,5918,1.07,0.93,1194.15
Kepler-288 d,1,0,,,2.59,,,12.66,,,5698,1.07,,1194.15
Kepler-288 d,1,0,56.6388791,0.2818,3.62,,0,15.77,508,,5918,1.07,0.93,1194.15
Kepler-288 d,1,0,56.6344,0.296,2.87,,0,,492,,5661,1.15,1.08,1194.15
Kepler-288 d,1,0,56.637918,,,,,,,,5670,1.11,1.01,1194.15
Kepler-288 d,1,0,56.633742,0.287,2.67,,,,,,5918,1.09,,1194.15
Kepler-288 d,1,0,56.637918,0.2926,3.68,,0,24.87,570,,5661,1.52,1.04,1194.15
Kepler-288 d,1,0,56.6388791,0.2818,3.62,,0,15.77,508,,5918,1.07,0.93,1194.15
Kepler-288 d,1,0,56.63849917,,,,,,,,5670,1.11,1.01,1194.15
Kepler-289 b,1,0,34.5438464,0.2182,3.41,,0,74.61,750,,6279,1.6,1.16,704.438
Kepler-289 b,1,0,,,2.423,,,27.37,,,5989,1.01,,704.438
Kepler-289 b,1,0,34.54398442,,,,,,,,5968.88,1.06,1.1,704.438
Kepler-289 b,1,0,34.54363,0.219,3.8,,0,,755,,6260,1.64,1.17,704.438
Kepler-289 b,1,0,34.5439452,0.2075,2.67,,0,32.02,607,,5933,1.11,1,704.438
Kepler-289 b,1,0,34.5439452,,,,,,,,5968.88,1.06,1.1,704.438
Kepler-289 b,1,0,34.54390732,,,,,,,,5968.88,1.06,1.1,704.438
Kepler-289 b,1,0,34.5438464,,2.45,,,,,,6001,1.13,1.08,704.438
Kepler-289 b,1,0,34.545,0.21,2.15,7.3,,,,,5990,1,1.08,704.438
Kepler-289 b,1,0,34.543901,0.212,2.43,,,,,,5930,1.16,,704.438
Kepler-289 b,1,0,34.5438464,0.2182,3.41,,0,74.61,750,,6279,1.6,1.16,704.438
Kepler-289 b,1,0,34.5438464,0.2182,3.41,,0,74.61,750,,6279,1.6,1.16,704.438
Kepler-289 c,1,0,125.8518,0.51,11.59,132,,,,,5990,1,1.08,704.438
Kepler-289 c,1,0,125.8654019,,,,,,,,5968.88,1.06,1.1,704.438
Kepler-289 c,1,0,125.8654339,0.5166,18.17,,0,13.31,487,,6279,1.6,1.16,704.438
Kepler-289 c,1,0,125.86546,0.518,18.6,,0,,491,,6260,1.64,1.17,704.438
Kepler-289 c,1,0,125.8654339,0.5166,18.17,,0,13.31,487,,6279,1.6,1.16,704.438
Kepler-289 c,1,0,125.8652654,,,,,,,,5968.88,1.06,1.1,704.438
Kepler-289 c,1,0,125.865,,11.545,133.4886,,,,,6326,1.46,1.35,704.438
Kepler-289 c,1,0,125.866438,0.502,13.04,,,,,,5930,1.16,,704.438
Kepler-289 c,1,0,,,11.208,,,4.88,,,5989,1.01,,704.438
Kepler-289 c,1,0,125.8654339,,12.77,,,,,,6001,1.13,1.08,704.438
Kepler-289 c,1,0,125.8654339,0.5166,18.17,,0,13.31,487,,6279,1.6,1.16,704.438
Kepler-289 c,1,0,125.8654019,0.4913,12.37,,0,5.71,394,,5933,1.11,1,704.438
Kepler-289 d,1,0,66.0634,0.33,2.68,4,,,,,5990,1,1.08,704.438
Kepler-29 b,1,0,10.3392924,0.092,2783.7,,0,85.83,776,,5716,0.87,0.97,832.532
Kepler-29 b,1,0,10.338082,0.094,3.8,,0,,825,,5966,0.92,1.03,832.532
Kepler-29 b,1,0,10.3392408,,,,,,,,5358.15,0.82,0.93,832.532
Kepler-29 b,1,0,10.3392408,0.0919,2.98,,0,86.46,777,,5730,0.87,0.97,832.532
Kepler-29 b,1,0,10.3384,,3.35,4.51,,96,,,5701,0.93,0.98,832.532
Kepler-29 b,1,0,10.3392385,,,,,,,,5358.15,0.82,0.93,832.532
Kepler-29 b,1,0,10.3392924,0.092,2783.7,,0,85.83,776,,5716,0.87,0.97,832.532
Kepler-29 b,1,0,10.3392924,0.092,2783.7,,0,85.83,776,,5716,0.87,0.97,832.532
Kepler-29 b,1,0,,,2.557,,,49.7,,,5378,0.75,,832.532
Kepler-29 b,1,0,10.3376,0.09,3.6,127.1,,,,,5750,0.96,1,832.532
Kepler-29 b,1,0,10.33974,,2.55,5,0,55.9,,,5378,0.73,0.76,832.532
Kepler-29 b,1,0,10.3392924,,,,,,,,5358.15,0.82,0.93,832.532
Kepler-29 c,1,0,13.28689074,0.1088,1226.4,,0,61.37,714,,5716,0.87,0.97,832.532
Kepler-29 c,1,0,13.2907,0.11,2.9,95.3,,,,,5750,0.96,1,832.532
Kepler-29 c,1,0,13.28992,0.111,3.5,,0,,759,,5966,0.92,1.03,832.532
Kepler-29 c,1,0,13.28689074,0.1088,1226.4,,0,61.37,714,,5716,0.87,0.97,832.532
Kepler-29 c,1,0,13.2884,,3.14,4,,69,,,5701,0.93,0.98,832.532
Kepler-29 c,1,0,13.28613,,2.34,4.5,0,34.4,,,5378,0.73,0.76,832.532
Kepler-29 c,1,0,13.28706214,,,,,,,,5358.15,0.82,0.93,832.532
Kepler-29 c,1,0,13.28689997,,,,,,,,5358.15,0.82,0.93,832.532
Kepler-29 c,1,0,,,2.39,,,35.52,,,5378,0.75,,832.532
Kepler-29 c,1,0,13.28689074,0.1088,1226.4,,0,61.37,714,,5716,0.87,0.97,832.532
Kepler-29 c,1,0,13.28689997,0.1087,2.78,,0,61.8,715,,5730,0.87,0.97,832.532
Kepler-29 c,1,0,13.28689074,,,,,,,,5358.15,0.82,0.93,832.532
Kepler-290 b,1,0,,,2.177,,,22.64,,,4962,0.71,,694.627
Kepler-290 b,1,0,14.58932462,0.1103,2.18,,0,29.88,596,,5153,0.76,0.85,694.627
Kepler-290 b,1,0,14.58932462,0.1103,2.18,,0,29.88,596,,5153,0.76,0.85,694.627
Kepler-290 b,1,0,14.58932462,0.1103,2.18,,0,29.88,596,,5153,0.76,0.85,694.627
Kepler-290 b,1,0,14.58932462,,2.12,,,,,,4958,0.75,0.79,694.627
Kepler-290 b,1,0,14.589347,0.11,2.25,,,,,,5147,0.74,,694.627
Kepler-290 b,1,0,14.58932429,0.1099,2.32,,0,29.53,594,,5142,0.76,0.84,694.627
Kepler-290 b,1,0,14.58917182,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 b,1,0,14.58932429,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 b,1,0,14.589501,0.108,2.22,,0,,575,,5115,0.7,0.8,694.627
Kepler-290 b,1,0,14.58936813,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 c,1,0,36.7704731,0.2043,3.44,,0,8.71,438,,5153,0.76,0.85,694.627
Kepler-290 c,1,0,36.77031,0.205,2.7,,,,,,5147,0.74,,694.627
Kepler-290 c,1,0,,,2.654,,,6.6,,,4962,0.71,,694.627
Kepler-290 c,1,0,36.77042443,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 c,1,0,36.7704731,,3.35,,,,,,4958,0.75,0.79,694.627
Kepler-290 c,1,0,36.7704935,0.2036,2.83,,0,8.6,437,,5142,0.76,0.84,694.627
Kepler-290 c,1,0,36.7704731,0.2043,3.44,,0,8.71,438,,5153,0.76,0.85,694.627
Kepler-290 c,1,0,36.7704731,0.2043,3.44,,0,8.71,438,,5153,0.76,0.85,694.627
Kepler-290 c,1,0,36.7704935,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 c,1,0,36.77019,0.201,2.53,,0,,422,,5115,0.7,0.8,694.627
Kepler-290 c,1,0,36.77045659,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 d,1,0,0.76400799,,0.89,,,,,,5142,0.76,0.84,694.627
Kepler-290 d,1,0,0.76401755,,,,,,,,4881,0.71,0.8,694.627
Kepler-290 d,1,0,0.764022,0.015,0.78,,0,,1544,,5115,0.7,0.8,694.627
Kepler-290 d,1,0,0.76402007,0.0154,0.89,,0,1532.82,1596,,5153,0.76,0.85,694.627
Kepler-290 d,1,0,0.76401755,0.0154,0.86,,0,1503.79,1589,,5142,0.76,0.84,694.627
Kepler-290 d,1,0,0.76402007,0.0154,0.89,,0,1532.82,1596,,5153,0.76,0.85,694.627
Kepler-290 d,1,0,0.76402007,0.0154,0.89,,0,1532.82,1596,,5153,0.76,0.85,694.627
Kepler-291 b,1,0,3.546511,0.047,2.16,,,,,,6002,1.02,,1786.48
Kepler-291 b,1,0,,,2.724,,,627.37,,,5637,1.23,,1786.48
Kepler-291 b,1,0,3.54653414,0.0469,2.17,,0,510.26,1212,,5993,0.99,1.09,1786.48
Kepler-291 b,1,0,3.54654173,,,,,,,,5482,1.2,0.96,1786.48
Kepler-291 b,1,0,3.54653414,0.0469,2.17,,0,510.26,1212,,5993,0.99,1.09,1786.48
Kepler-291 b,1,0,3.546534,0.046,2.07,,0,,1164,,5934,0.91,1.01,1786.48
Kepler-291 b,1,0,3.54653181,,,,,,,,5482,1.2,0.96,1786.48
Kepler-291 b,1,0,3.54653181,0.0469,2.18,,0,510.26,1212,,5993,0.99,1.09,1786.48
Kepler-291 b,1,0,3.54653414,,1.9,,,,,,5536,0.87,0.9,1786.48
Kepler-291 b,1,0,3.54653414,0.0469,2.17,,0,510.26,1212,,5993,0.99,1.09,1786.48
Kepler-291 c,1,0,5.70070626,,,,,,,,5482,1.2,0.96,1786.48
Kepler-291 c,1,0,5.70071153,0.0644,1.93,,0,270.62,1034,,5993,0.99,1.09,1786.48
Kepler-291 c,1,0,5.70070626,0.0644,2.03,,0,270.62,1035,,5993,0.99,1.09,1786.48
Kepler-291 c,1,0,5.70078,0.063,1.76,,0,,994,,5934,0.91,1.01,1786.48
Kepler-291 c,1,0,5.700786,0.065,1.88,,,,,,6002,1.02,,1786.48
Kepler-291 c,1,0,5.70071153,0.0644,1.93,,0,270.62,1034,,5993,0.99,1.09,1786.48
Kepler-291 c,1,0,5.70071153,0.0644,1.93,,0,270.62,1034,,5993,0.99,1.09,1786.48
Kepler-291 c,1,0,5.70072513,,,,,,,,5482,1.2,0.96,1786.48
Kepler-291 c,1,0,5.70071153,,1.71,,,,,,5536,0.87,0.9,1786.48
Kepler-291 c,1,0,,,2.546,,,332.74,,,5637,1.23,,1786.48
Kepler-292 b,1,0,2.58082149,0.0358,1.65,,0,540.05,1229,,5513,0.92,0.92,1056.48
Kepler-292 b,1,0,2.58083264,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 b,1,0,2.580788,0.035,1.54,,0,,1205,,5447,0.88,0.83,1056.48
Kepler-292 b,1,0,,,1.342,,,394.3,,,5248,0.83,,1056.48
Kepler-292 b,1,0,2.58082149,,1.41,,,,,,5282,0.81,0.85,1056.48
Kepler-292 b,1,0,2.58083264,0.0345,1.31,,0,386.18,1130,,5296,0.81,0.82,1056.48
Kepler-292 b,1,0,2.580827,0.035,1.32,,,,,,5299,0.83,,1056.48
Kepler-292 b,1,0,2.58082149,0.0358,1.65,,0,540.05,1229,,5513,0.92,0.92,1056.48
Kepler-292 b,1,0,2.58081782,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 b,1,0,2.58082149,0.0358,1.65,,0,540.05,1229,,5513,0.92,0.92,1056.48
Kepler-292 c,1,0,3.71545593,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 c,1,0,3.71545391,0.0457,1.79,,0,331.41,1088,,5513,0.92,0.92,1056.48
Kepler-292 c,1,0,3.71539942,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 c,1,0,3.715335,0.045,1.47,,,,,,5299,0.83,,1056.48
Kepler-292 c,1,0,3.71545391,0.0457,1.79,,0,331.41,1088,,5513,0.92,0.92,1056.48
Kepler-292 c,1,0,3.71545391,0.0457,1.79,,0,331.41,1088,,5513,0.92,0.92,1056.48
Kepler-292 c,1,0,3.71545391,,1.59,,,,,,5282,0.81,0.85,1056.48
Kepler-292 c,1,0,3.71545593,0.044,1.46,,0,237.42,1001,,5296,0.81,0.82,1056.48
Kepler-292 c,1,0,,,1.502,,,242.42,,,5248,0.83,,1056.48
Kepler-292 c,1,0,3.715345,0.044,1.88,,0,,1075,,5447,0.88,0.83,1056.48
Kepler-292 d,1,0,7.0556584,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 d,1,0,7.05564542,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 d,1,0,7.055679,0.068,2.23,,,,,,5299,0.83,,1056.48
Kepler-292 d,1,0,7.0556671,0.0701,2.57,,0,140.85,879,,5513,0.92,0.92,1056.48
Kepler-292 d,1,0,,,2.185,,,103,,,5248,0.83,,1056.48
Kepler-292 d,1,0,7.0556584,0.0675,2.13,,0,100.88,808,,5296,0.81,0.82,1056.48
Kepler-292 d,1,0,7.0556671,,2.3,,,,,,5282,0.81,0.85,1056.48
Kepler-292 d,1,0,7.0556671,0.0701,2.57,,0,140.85,879,,5513,0.92,0.92,1056.48
Kepler-292 d,1,0,7.0556671,0.0701,2.57,,0,140.85,879,,5513,0.92,0.92,1056.48
Kepler-292 d,1,0,7.055652,0.068,2.7,,0,,864,,5447,0.88,0.83,1056.48
Kepler-292 d,1,0,7.05568327,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 e,1,0,11.97865,0.096,2.5,,0,,727,,5447,0.88,0.83,1056.48
Kepler-292 e,1,0,,,2.164,,,50.92,,,5248,0.83,,1056.48
Kepler-292 e,1,0,11.978822,0.0997,2.86,,0,69.63,737,,5513,0.92,0.92,1056.48
Kepler-292 e,1,0,11.97884409,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 e,1,0,11.97901,0.097,2.67,,,,,,5299,0.83,,1056.48
Kepler-292 e,1,0,11.97868371,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 e,1,0,11.978822,,2.56,,,,,,5282,0.81,0.85,1056.48
Kepler-292 e,1,0,11.97884409,0.096,2.11,,0,49.87,678,,5296,0.81,0.82,1056.48
Kepler-292 e,1,0,11.978822,0.0997,2.86,,0,69.63,737,,5513,0.92,0.92,1056.48
Kepler-292 e,1,0,11.97877778,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 e,1,0,11.978822,0.0997,2.86,,0,69.63,737,,5513,0.92,0.92,1056.48
Kepler-292 f,1,0,20.83419383,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 f,1,0,20.834237,0.141,2.35,,,,,,5299,0.83,,1056.48
Kepler-292 f,1,0,,,2.324,,,24.32,,,5248,0.83,,1056.48
Kepler-292 f,1,0,20.83428,0.14,3,,0,,602,,5447,0.88,0.83,1056.48
Kepler-292 f,1,0,20.8342947,,2.57,,,,,,5282,0.81,0.85,1056.48
Kepler-292 f,1,0,20.83433285,,,,,,,,5193,0.84,0.88,1056.48
Kepler-292 f,1,0,20.8342947,0.1442,2.94,,0,33.29,613,,5513,0.92,0.92,1056.48
Kepler-292 f,1,0,20.8342947,0.1442,2.94,,0,33.29,613,,5513,0.92,0.92,1056.48
Kepler-292 f,1,0,20.8341497,0.1389,2.26,,0,23.82,563,,5296,0.81,0.82,1056.48
Kepler-292 f,1,0,20.8342947,0.1442,2.94,,0,33.29,613,,5513,0.92,0.92,1056.48
Kepler-292 f,1,0,20.8341497,,,,,,,,5193,0.84,0.88,1056.48
Kepler-293 b,1,0,19.25405306,0.1424,3,,0,44.17,657,,5798,0.94,1.04,974.633
Kepler-293 b,1,0,19.2540693,,,,,,,,5412,0.87,0.94,974.633
Kepler-293 b,1,0,,,2.75,,,28.94,,,5483,0.85,,974.633
Kepler-293 b,1,0,19.25416,0.138,2.6,,0,,624,,5714,0.85,0.95,974.633
Kepler-293 b,1,0,19.254196,0.144,3.07,,,,,,5804,0.96,,974.633
Kepler-293 b,1,0,19.25404023,,,,,,,,5412,0.87,0.94,974.633
Kepler-293 b,1,0,19.25404023,0.1424,3.04,,0,44.17,657,,5798,0.94,1.04,974.633
Kepler-293 b,1,0,19.25404056,,,,,,,,5412,0.87,0.94,974.633
Kepler-293 b,1,0,19.25405306,,2.89,,,,,,5547,0.92,0.94,974.633
Kepler-293 b,1,0,19.25405306,0.1424,3,,0,44.17,657,,5798,0.94,1.04,974.633
Kepler-293 b,1,0,19.25405306,0.1424,3,,0,44.17,657,,5798,0.94,1.04,974.633
Kepler-293 c,1,0,54.1558384,0.2838,3.88,,0,11.12,466,,5798,0.94,1.04,974.633
Kepler-293 c,1,0,54.1558384,,,,,,,,5412,0.87,0.94,974.633
Kepler-293 c,1,0,,,3.504,,,7.29,,,5483,0.85,,974.633
Kepler-293 c,1,0,54.1561078,0.2838,3.81,,0,11.12,466,,5798,0.94,1.04,974.633
Kepler-293 c,1,0,54.155743,0.286,3.83,,,,,,5804,0.96,,974.633
